,CIVIL,TARs
376,20141114,"*  77 Cyg, 49 Aur, IRAS 06297+1021, IRAS 04016+2610, RAFGL 5123, BD+40  1758, IRAS 22266+6845, FS Tau A, HD  43607, IRAS 0437+257P08"
377,20170509,"PM J17052-0505, HD 155379, HD 130917, PM J18409+3131S, *  33 LMi, *  29 Vul, HD 145127, * gam CrB"
378,20210316,"HD 190285, HD 159312, WR  77b, HD 166970, HIP 96085, * tau Sco, HD 145127, IRAS 16559-2957, HD 117651, HD 149070, HD 319702, HD 196236, HD 119430, HD 115529, UCAC3 116-474938, 2MASS J14235284-6242137, HD  74562, HD 163792, 2MASS J13403516-5040261, IRAS 17009-4154, OGLE BLG-LPV-215008, V* V479 Car, V* BS Ind, HD 161370, HD 185533, 2MASS J14131192-4849280, OGLE BLG-LPV-215991, HD 151966"
379,20160420,"2MASS J10165115+3935281, [PBB2002] USco J161026.4-193950, 2MASS J16042165-2130284, *  10 Boo, *  50 Lib, q Her, *  33 LMi, HD 119752, HD  89239, K2-33, [PGZ2001] J160900.7-190852, HD 163336"
380,20210302,"HD 144941, HD  91078, CD-27 11535, HD 100367, HIP 51297, V* PX Vir, HD 159312, HD 159538, HD 111488, HD 155177, HD 101523, HD 145127, HD 144925"
381,20160130,"* bet Gem, *  85 Gem, BD+20  1790, HD  73687, ** CHN    3A, * k Tau, HD 284149, UX Tau A"
382,20170418,"HD  50931, G 168-14, GSS 39, BD+44  2051B, 2MASS J16171898-2437186, HD 155379, *  85 Gem, G 122-49, EM * SR 4, HD  99966, BD+20  1790, EM * SR 8, *   7 Ser, HD 145127, [MDM2001] CFHT-BD-Tau 21"
383,20180915,"HD 175305, Cl* NGC 188 DGV 1874, HR 7018, HD 20095, TYC 3551-489-1, HR 8358, HD 213013A, LEE 312"
384,20210407,"TOI-1227, HD 107947"
385,20210419,"THA 15-12, CD-62   657, CD-33 10685, CD-46  9495, HD 128726, * lam Cap, HD 159312, HD 170115, 2MASS J14241044-6218367, V* V1249 Cen, 2MASS J14375085-6237526, 2MASS J12271665-6239142, HD 192510, 2MASS J14332169-6302108, HD 144399, HD 127750, 2MASS J14332869-6211255, 2MASS J14360142-6228561, OHPN 11, HD 172302, 2MASS J14360935-6309399, V* V385 CrA, [DBG2011] 5, 2MASS J14311520-6145468, HD 110720, HD 143149, V* RU Lup, HD 106797, [DBG2011] 7, V* GW Lup, WRAY 15-1400, CD-55  4799, HD 169257, V* BS Ind, CD-27 11535, HD 319139, HIP 83541, V* V1009 Sgr, PHL  1580"
386,20141203,"V* CT Ori, V* UV Cas, HD  21018, V* DY Per, Case  402, * bet Peg, V* XX Cam, V* V339 Ori, V* UY CMa, V* SU Gem, V* DY Ori, V* SS Gem, HD  21038, V* PS Gem, HD  18546, HD  18474, HD  56126, HD  48583, HD  18636, HD 219290, V* V382 Aur, V* SU Tau, BD+39  4926, BC    201, BD+05   593, HD  28932, * alf Cet"
387,20210317,"HD 117651, HD  95534, V* V479 Car, 2MASS J14333081-6221450, 2MASS J14240039-6252516, HD 130572, NAME Luhman 16B, HD 164270, HD 164108, HD  86772, NAME Luhman 16A"
388,20210415,"2MASS J20135152-2806020, HD 147009"
389,20190419,"KOI-6448, HD 86593, KOI-7151, KOI-7044, * p05 Leo, HD 83104, TOI-561c, KOI-7081, KOI-6360, V* V866 Sco, TOI-519.01, TOI-620.01, TOI-560.01, HR 7384, HD 67213, HD 144925"
390,20161119,"[LBW2010] 4, HD 214019 , k Tau, V* V2493 Cyg, 2MASS J02515372+6006564, HD  35036, IRAS04191+1523 PA45, 2MASS J07444018+0333089, 2MASS J03331284+3121241, IRAS 04191+1523, BD+20  1790, V* AA Tau, TYC 3139-1785-1, BD+41  3390, V* GW Ori, HD 184787, HR 2893, HR 945, HD 199217"
391,20201208,"*  28 Cet, 2MASSW J0030300-145033"
392,20180105,"HD  31411, HD 101369, IRAS 04325+2402, HD  31069, V* IS Tau, [BHS98] MHO 5, V* HQ Tau, V* DK Tau, HR 3348, BD+02  1729, EM* LkCa   15, IRAS 04370+2559, HD  76037B, V* IP Tau, k Tau, BD+44  2051B, 33 LMi, LP  666-9, V* FX Tau, G  51-15, EM* LkCa    4, HD 53205, * k Tau, HD 23452"
393,20160716,"V* T Cyg, HD 124683, * ups Lib, HD 170680, * rho Ser, *  29 Vul, HD 198345, K2-33"
394,20171227,"NGC  5053     4, V* AG Peg, HD 7215, k Tau, HR 598, RSG 3, HR 1578, NGC  5053     3, NGC  5053    23, HR 8358, V* V1329 Cyg, HR 2584, HD 198253, 10 Boo"
395,20161117,"TYC 3550-346-1, HR 7734, BD+38  3601, k Tau, HR 2315, IRAS 06412-0105, V* V960 Mon, HD 56525, HR 1237, V* Z CMa, TYC 3126-1431-1, BD+27   716B, TYC 3531-194-1"
396,20141117,"HD  13379, *  49 Aur, * alf Ori, HD  44391, * psi01 Aur, HD  45105, * ome Gem, HD   7586, * tau Peg, HD  10125, HD  20487, * bet Peg, HD   6130, *  56 Peg, HD  34080, HD   9900, HD  41076, * 119 Tau, HD  18474, *  41 Gem"
397,20150930,"DH Tau A, V* V1283 Tau, *  18 Sco, V* V830 Tau, [MDM2001] CFHT-BD-Tau 7, [BCG93] 1, [SS94] V410 X-ray 3a, *  29 Vul, HD  25175, HD 189733, HD  19600, * k Tau, 2MASS J02175601+1225266, V* DS Tau"
398,20151206,"*  25 Psc, HD 199579, HD  95735, *  85 Gem, UX Tau A, Ross  619, *  33 LMi, V* DY Psc, HD  34317, *  55 Cyg, *  18 Ori, HD 205314"
399,20180106,"G 168-14, BD+44  2051B, HD 101369, G  51-15, LP  731-58, * p05 Leo, V* V836 Tau, 33 LMi, HD  76037B, V* XZ Tau, * k Tau, Wolf  359, UX Tau A, b Vir, HR 3348, V* V892 Tau"
400,20180521,"HD 114466, HD  95534, [GY92]  90, HD 149070, HIP 113238, HD 212643, 2MASS J16211848-2254578, 2MASS J15572391-2051453, Elia 2-32, BKLT J162813-243249, Ton2-1, LP  551-63, [EC92] 53, HD 100417, 2MASS J10452400-0149576, SIPS J1232-0951, HD 180782, HD 217379, HD 145127"
401,20180916,"HD 175305, MSX6C G026.4700+00.0207, HR 8342, TYC 3120-1733-1, 7 Tri, HD 213013A, EM* MWC  930, IRAS 18576+0341, HD 185533, HR 8358, HD 161289, HD 184787, V* V481 Sct, PM I01345+2102"
402,20201129,"HD 222332, 2MASSW J0030300-145033"
403,20150731,"Cl* NGC 6940 MMU 87, HD 192538, HD 218639, HD 142883, EPIC 202955563, BD+02   348, RIK 28, RIK 12, Cl* NGC 6940 MMU 180, HD 145188, BD-15  6290, Cl* NGC 6940 MMU 69, RIK 229, Cl* NGC 6940 MMU 101, HD 198253, HD 145127"
404,20161009,"V* CK Cnc, EM* LkCa   21, EM* LkCa   15, EPIC 220204960, HD 284149, HD  65158, 2MASS J07522390+1612157, HD 198070, HD  13936, BD+20  1790, * k Tau, *   5 Vul, V* V1312 Tau, V* GW Ori, HD  43583"
405,20210412,"CD-55  4799, CD-46  9495, HD 169961, HD 166970, HD 119942, 2MASS J14322072-6215506, HD 129791, HD 106797, HD 106308, 2MASS J12271665-6239142"
406,20150528,"Wa Oph 1, HD 140775, HD 131976, HD 166620, V* HP Lyr, *  18 Sco, BD+06  2986, HD 126053, RX J1612.3-1909, ROXs 43A, HD 192538, HD 105388, HD 131977, GSC 06209-00735, HD 182488, HD  95735, CD-33  7795, HD 145127, HD 144925, HD 110653"
407,20170129,"HR 3651, 2MASS J10024936+4827333, HD  71906, HD  31411, 2MASS J08593592+5343505, 2MASS J12041256+0514128, 2MASS J07580909+0717015, 2MASS J13003350+0541081, HR 4705, 2MASS J13142039+1320011, V* V2408 Ori, 2MASS J09585650+0558000, 2MASS J12090660+4736053, HD  34317, 2MASS J06315073+4129458, 2MASS J05424808-0840082, HOPS 357, 2MASS J14224340+1624464"
408,20161112,"HD  33541, HD  23258, HD  31867B, HD  55745B, G  83-29, HD  45105, HD 220140B, HD  21845B, LSPM J0850+3505, HD  98736B, HD  95126, LSPM J0957+5018W, *   7 Tri, *  36 UMa B, HD 192538, HD  21038, HD 219485, HD  20727B, HD  71906, G 273-70, HD 105388, HD  13936, HD 219290, G 216-43, LP   59-492, BD+22   353B, LP  340-69, LSPM J0636+3751W, G 235-24, LP  493-31, G 272-8, G 194-18"
409,20171205,"PM J07039+5242, 85 Gem, BD+44  2051B, G  51-15, HR 1234, 2MASS J04292071+2633406, 33 LMi, HD  76037B, HD 283869, HD  84937, K2-25, HR 3348"
410,20170215,"V* V836 Tau, HR 1558, HR 1237, HD  26257, HD 282630, V* V1309 Tau, V* RW Aur, V* V827 Tau, 18 Ori, L 1551-51, k Tau, V* V1023 Tau, V* AA Tau, HR  1234, V* BW Ari, V* V830 Tau, V* CI Tau, V* DF Tau, HD  76151, V* DR Tau, HR 1482, V* GM Aur, V* IW Tau, CoKu Tau-Aur Star 4, HD  26736"
411,20201205,"UCAC2  16305530, HD  20572, IRAS 10460-5811, HD  95764, NAME BD-07 436Ab, HD  21999"
412,20160615,"*  42 Dra, HD 141472, Cl* NGC 6940 MMU 138, *  55 Dra, HD 143187, HD 184293, Cl* NGC 6940 MMU 152, *  79 Cyg"
413,20150505,"*  86 Leo, * mu. Ser, HD 141569, *  30 Mon, HD 121880, [EC92] 82, HD  89239, * e Boo, * eta Boo, V* V1003 Oph, [CG2010] IRAS 18341-0113(N), HD  99373, HD  71906, BD+20  2465, * c Aql, HD 101060, HD 109615, HD  96951, *   6 CVn, HD 148968, * eta Hya"
414,20171031,"HD   5071, KOI-6893, HD  12468, [MGM2012] 378, HD  31069, UCAC3 231-9376, HD 191940, 1SWASP J230808.34+333803.9, EBLM J0113+31, KOI-1120, V* V1283 Tau, V* V397 Aur, HD 219290, [MGM2012] 198, V* GM Aur, LP   54-19, V* CM Dra, HD  38368, Kepler-16, *  24 Tau, [MGM2012] 231, HD   7215, HD 184787"
415,20150125,"[GMM2009] NGC 1333 27, * q Vir, FBS 1221-069, [GMM2009] Tau L1495 8, IRAS 04365+2535, IRAS 04361+2547, V* V866 Sco, HD  86342, 2MASS J06593158-0405277, * k Tau, HD  79108"
416,20181212,"HD 22062, HR  1724, HR 1578, HR 1039, *  51 Peg, V* AA Tau, * k Tau, 7 Tri"
417,20201228,"V* AB Dor, V* NV Ori, V* V599 Ori, HD  50138, HD  76534, BD+21   418B, CPD-57  1131, V* V1005 Ori, BD+05   378, HD  76282, BD-06  1253, HD 290770, V* AK Vol, ASAS J073642+0354.3, HD  37357, HD  37258, HD  21360, HD  22705, CD-50  2604, V* BF Ori, HD  48189, HD  45677, MCC 401, HD  17544, HD 311345, HD  55002, BD-10  1351, HD  38868, HD  72337"
418,20160719,"HD 174567, HD 145188, *  51 Dra, K2-33, HD 179070"
419,20150803,"*  51 Dra, Wolf 1130"
420,20181030,"BD+02  1729, V* V830 Tau, V* V827 Tau, HD  29526, V* V1023 Tau, V* V1069 Tau, HD  25152, V* AA Tau, HD 53205, V* DK Tau, L 1551-51"
421,20180625,"HD  95534, CD-39 7570, HD 208108, 2MASS J16320633-2356243, 2MASS J22341394+2359559, WL 17, HD 155379, HD 163792, IRAS 16289-4449, WL 6, [EC92] 53, HD 111519, HD 148650, HD 145127, HD 145964"
422,20141014,"* rho Aql, *  77 Dra, HD  26764, * tet Ari, RX J0529.3+1210, * sig Cas, *  68 Cas, HD 196775, * pi. Per, HD 170878, * ksi Aqr, * gam01 Ari, * psi02 Psc, HD 210715, HD  27322, HD  21362, HD  19275, *  23 Peg, HD 211211, HD  21819, * nu. And, * lam Cas, HIP 101909 B, HD 194879, * rho Cep, *  52 Cas, HD 171623, *  31 Cas, *  17 Peg, * e Her, HD   6798, *  34 Per"
423,20151224,"BD+39  2326, HD  60275, BD+43  1983, HD 117043, 2MASS J23134727+2117294, V* CY Tau, HD  95735, *  81 UMa, HD 122064, *  33 LMi, HD  34317, HD  45137, * kap And, *  18 Ori, * k Tau, * alf Dra, HD  88925"
424,20160702,"HD 205314, Kepler-63, [GY92] 21, [EC92] 129, VSSG  31, HD 155379, BKLT J162636-241554, V* PX Vir, * y Vir, HD 182761, HD 139751"
425,20170131,"HD  37887, 2MASS J05412670-0842245, 2MASS J05404853-0811089, 2MASS J05371729-0636181"
426,20170202,"2MASS J05413913-0152073, 2MASS J05371729-0636181, HD  37887, V* V2502 Ori, V* V883 Ori"
427,20170925,"2MASS J02221455+4542011, 2MASS J02594633+3855363, KOI-1120, KOI-3546, V* V1283 Tau, 2MASS J08255189+2427045, 2MASS J03425325+2326495, HD 290380, [DCO2008] T-Lyr1-01662, [DCO2008] T-Lyr1-17236, 2MASS J01534955+4427284, UCAC3 231-9376, 2MASS J21280940+6321013, HD 209932, Wolf  227, HD  19600, EBLM J0113+31, HD 184787, 2MASS J02514973+2929131, 2MASS J02351494+0247534"
428,20170214,"BD+02  1729, HD  26257, V* V1309 Tau, HD  26736, HR 1234, 18 Ori, HR  1237, HR  1724 , V* V1023 Tau, V* V827 Tau, HR  2893, HR  4911, HR  1234, V* BW Ari, V* CI Tau, L 1551-51"
429,20180115,"2MASS J05352477-0510296, 2MASS J05404853-0811089, 2MASS J05413913-0152073, HD 22859, HD  39953, HD  37887, [EES2009] Per-emb 55"
430,20160302,"HD  36058, V* R Lep, V* S Ori, HD 105388, HD  53205, HD  26573, Ross  905"
431,20160528,"*  86 UMa, 2MASS J15150083+4847416, HD 168073, HD 160054, WISEA J153942.33-052041.6, 2MASS J17502484-0016151, 2MASSI J1721039+334415, HD 148573"
432,20181127,"BD+78    30, HR 1026, HR 1137, V* GI Tau, V* FW Tau, V* IQ Tau, HD 202941, 2MASS J04345693+2258358, HR 2584, L 1551-51, k Tau, V* EY Tau, UCAC4 588-012204, [HJS91] 507, TYC 4500-616-1, [SS94] V410 X-ray 7, V* V830 Tau, V* V1229 Tau, V* IW Tau, MSX6C G026.4700+00.0207, BD+77   924, UCAC4 565-014998, 2MASS J04184023+2824245, [BHS98] MHO  1"
433,20210505,"HD 147009, IRAS 16474-4610, [DBG2011] 15, HD  91078, HD 174551, HD 319139, YLW 18, HIP 51297, GSS 26, V* V4732 Sgr, IRAS 17089-3951, HD 173726, HD 147384, HD 166970, HD 159312, HD 151551"
434,20160222,"V* HL Tau, V* V805 Tau, *  18 Ori, *  10 Boo"
435,20180119,"[MGM2012] 930, [MGM2012] 637, [MGM2012] 729, HD  31069, [MGM2012] 342, HR 2584, HD 37887, V* GM Aur"
436,20210503,"MR  74, HD 159312"
437,20140710,"BD+31  3330B, HD 122563, Elia 2-29, HD 131951, HD 145188, Wolf 1130, HD  95735, WL 16, HD 165029"
438,20170703,"*  67 Aqr, HD 142883, HD 145188, UScoCTIO   5, UCAC4 366-166973, TRAPPIST-1, HD 182111, HD 152071"
439,20141201,"*  61 Cyg A, HD  13482, * alf Peg, *  61 Cyg B, 2MASS J03462047+2447077, V* DK Cet, HD  14082B, HIP 112312 B, HIP 112312 A, V* CI Tau, HIP 10679 North, V* V646 Tau, * alf PsA, * bet Tau, V* DS Tau"
440,20170809,"HD 159415, LP  192-58, *   7 Tri, HD 174567, 2MASS J16171898-2437186, HD 155379, 2MASS J19002244-0041260, LP  527-30, UCAC4 361-173693, 2MASS J19023151-0027548, HD 165029"
441,20170831,"HD 23603, 2MASS J03304890+5413551, HR 6744, 2MASS J18573290+4939211, 2MASS J18462322+4337041, HD 184195"
442,20210101,"HD  36517, HD  37789, HD  30948, HD  41076, 2MASS J06520463-0047080, CD-57  1654, 2MASS 11042542-7318068, HD  98195, HD  61965, HD  62091, 2MASS J10430394-4605354, 2MASS J06551808-0148080, 2MASS J06052796-0553384, V* Z Ind, HD  93494, 2MASS J06171159-7259319, HD  46486, HD  59169, 2MASS J05594446-7212111, 2MASS J06140107-0641072, 2MASS J06231693-0530385, TYC 7605-1429-1, HD 217379, HD 32923, TYC 7627-2190-1, 2MASS J06143705-0551064, HD  45039, 2MASS J06223443-0443153, V* BH Ind, 2MASS J06074096-0530332, HD 207615, CD-34  2331, 2MASS J05484106-0602007"
443,20210513,"HD 176425, HAT-P-26, 2MASS J18313568-3223412, HD 150935, 2MASS J18073173-2708575"
444,20150220,"*  10 Boo, V* GL Boo, BD+06  2986, PM J10221+1204, HD  56386, V* GK Boo, HD  79752, HD  42581, V* BS UMa, HD  89239, HD  34317, Ross   47, V* YY Gem, HD  36395, HD  45137, HD  99966, HD  42301, V* UZ Cnc"
445,20210110,"LP  705-28, * eta01 Dor, HD 309751, HD  23410, HD  98671, HD 137119, CD-42  3328, HD 126561, LP  409-52, HD 155177, HD 127879"
446,20181024,"BD+02  1729, KOI-6893, HR 7734, Parsamian 21, V* V2494 Cyg, IRAS 04016+2610, 18 Ori, HR 1578, [DCO2008] T-Cyg1-00246, HR 8358, LZK 12, * P Cyg, HR 2133, L 1551-51"
447,20160502,"HD 130817, HD 150567, *   5 Vul, HD 109615, HD 189733, * eps Boo"
448,20160725,"2MASS J17215666+4301408, HD 172728, HD 192538, HD 155379, ROXs 12, NTTS 160814-1857, *  61 Oph B, V* VV CrA, BD+40  4124, 2MASS J16113361+2436523, NTTS 162819-2423S, 2MASS J16262774-2527247, HD 152071"
449,20210126,"HD 147009, TWA 37, HD 143248, HD  92845, Haro 1-16, YLW 18, HD  59869, TWA 34, HD  59169, V* V821 Cen, HD 126561, 2MASS J17410280-4642218, HD 163761"
450,20210125,"HD  92245, HD 147009, 2MASS J10585054-2346206, THA 15-33, V* SY Cha, V* SZ Cha, HD 143149, HD  60629, TIC 296184440, HD 106797, 2MASS J16230923-2417047"
451,20161110,"[HJS91] 4872, HD  31069, V* VY Tau, UX Tau B, V* V410 Tau, V* V710 Tau, HD  26257, V* V1309 Tau, V* V827 Tau, 2MASS J04542368+1709534, HD  21379, L 1551-51, EM* LkHA  331, V* V928 Tau, V* V397 Aur, HD  29526, V* V1023 Tau, V* CI Tau, V* V830 Tau, V* BW Ari, V* GM Aur, HD  26736, HD  25152"
452,20190315,"L 1551-51, * k Tau, V* DK Tau"
453,20170315,"HD  50931, HD  31411, IRAS 06412-0105 , EM* MWC  560, [EC92] 53, HD  89239, LSPM J0313+0446, HD 145127, * q Vir, *   7 Tri, *  10 Boo, * chi02 Ori, HD 182761, HD  71906, BD+44  2051B, V* HL Tau, SS 433, * rho01 Cnc, HD  60275, 2MASS J16171898-2437186, G  51-15, HD 112304, BD+20  1790, IRC +50137, HD  45137, *  61 Oph B"
454,20210219,"HD  61516, TIC 173756896"
455,20201102,"HD  45039, SPM J0036+1821, UCAC4 495-001801, HD  38004, 2MASS J03400942-6724051, HD   8130, SCR J0336-2619, LP  759-72, IRAS F05258-7343, HD 214982, HD   9892, HD  21999, HD  18271"
456,20161025,"HR  7098, LSR J1835+3259 , HR  8422, HR  8358, HR  7734, HD 209458, HD 210501, HD 184787"
457,20190120,"V* V2408 Ori, HD  21379, *  24 Tau, HD 286178, LZK 12, * k Tau, V* V830 Tau, V* V883 Ori, L 1551-51"
458,20160711,"HD 218639, HD 212670, BD-15  6290, K2-33, *   7 Ser, HD 145127, HD 163336"
459,20160612,"HD 140775, V* V1151 Sco, NAME EM* SR 20W, HD 144254, *  11 Lib"
460,20170924,"Wolf  227, UCAC3 231-9376, 2MASS J20294834+0941202, 1SWASP J230808.34+333803.9, 2MASS J08255189+2427045, 2MASS J18452294+1851585, 2MASS J02221455+4542011, 2MASS J02170993+3526330, 2MASS J02364412+2240265, V* V1283 Tau, 2MASS J04171852+0849220, 2MASS J23310587+0842314, [DCO2008] T-Cyg1-01385, 2MASS J00393374+1454348, HD 209932, HD 219290, 2MASS J23270216+2710367, UCAC4 703-063295, HD   6313, 2MASS J00285391+5022330, 2MASS J01015952+5410577"
461,20141226,"GSC 00737-00434, RAFGL  989, *  15 Mon, 2MASS J04332594+2615334, Kim 1-38, HD  42477, NAME Tamura 8, HD 283809, * tau Tau, TYC 1867-1751-1, * g Per, GSC 00733-01454, * ome01 Tau, V* V892 Tau"
462,20180620,"* alf CrA, Ter2-7, epsilon+, * phi Oct, G  68-5, HIP 96085, HD 145127, HD  95534, HD 160263, HD 145788, V* DK Cet, 2MASS J16180868-2547126, HD 210501, WSB 34, Ter2-5, VSSG  24, V* T Cha, EM* SR 22, HD 143149, HD 106797, HD 182110, Ter2-8, 2MASS J15394189-0520428, HD 151966"
463,20181121,"[EES2009] Per-emb 62, HD  23258, HD  29526, IRAS F04262+2654, HD  21379, [EES2009] Per-emb 54, HD  25152"
464,20210514,"[T64]  3, [M81] I-490, HD 148632, 2MASS J16100501-2132318, HD 165774, 2MASS J16214199-2313432, YLW 18, *  19 Aql, HD 142705, HD 180782, HD 143149, HD 163761, HD 145127, V* V812 Oph"
465,20210417,"HD 190285, 2MASS J16222099-2304025, 2MASS J20135152-2806020, UScoCTIO 113, HD 147384, HD 142705"
466,20210111,"V* BX Ant, TOI-1227, HD   8977, HD  10538, V* DK Cet, HD  28667, HD  89213, TWA 22, 2MASS 00482667-1847204, HD 298936, HD  96338, HD  98671, L  362-29 B, 2MASS J10260210-4105537, HD   9892, HD  87363, HD 224622"
467,20180101,"V* DE Tau, BD+02  1729, HD 37887, V* FV Tau, V* FQ Tau, FV Tau c, V* GN Tau, HD 53205, * k Tau, V* DK Tau, V* V1095 Tau, V* V1096 Tau, V* DD Tau, V* DM Tau"
468,20181031,"V* GI Tau, BD+02  1729, EM* LkCa   15, V* IQ Tau, V* V827 Tau, HD  29526, V* V1023 Tau, 33 LMi, V* V1069 Tau, V* GM Tau, HD  25152, V* CI Tau, V* DK Tau, L 1551-51, V* DM Tau"
469,20160419,"2MASS J09022792+5848142, 2MASS J12143045+4818530, [PBB2002] USco J161026.4-193950, * mu. Ser, HD  45105, UScoCTIO   5, HD  79108, HD 144548, 2MASS J09042525+0715141, *  86 UMa, HD 155379, 2MASS J10154358+6604432, 2MASS J07310129+4600266, 2MASS J09340631+4402113, *  50 Lib, 2MASS J13590117-0109361, 2MASS J12490273+6606366, 2MASS J16254871-1359117, *   7 Ser, HD 172728, HD 131885, 2MASS J16171898-2437186, 2MASS J15175931-0008149, 2MASS J17383870+6114160, 2MASS J10093035+412625.9, *  33 LMi, HD 148968, 2MASS J15093920-1332119"
470,20190124,"IRAS 05329-0505, HD  21875, HD  31069, 2MASS J04330197+2421000, HD  21379, V* V830 Tau, RAFGL 5163, HD  22401, L 1551-51, V* V846 Ori"
471,20151111,"V* V2149 Ori, BD+02  1729, DH Tau A, HD  60275, V* V1283 Tau, V* V830 Tau, V* HL Tau, * k Tau, *  18 Ori, V* DS Tau"
472,20210522,"2MASS J17552519-3645271, 2MASS J16344648-2436278, 2MASS J17100794-2505350, HD 145964, CD-27 11535, HD 164911, HD 159312, 2MASS J18055516-2716026, 2MASS J17545385-3637014, 2MASS J17574898-3638093, HD 166970, HD 154921, 2MASS J17112618-2517422, HD 145127, 2MASS J17565693-3651593, 2MASS J18062174-2710558"
473,20160422,"[GY92] 204, EM* SR 20, HD 155379, RIK 229, HD 144548, HD 152071"
474,20161003,"HD 172404, V* HN Tau, HD  27761, pluto 03UT, V* GV Tau, V* V827 Tau, BD-07  5988, L 1551-51, HD 283759, StKM 1-497, V* V1023 Tau, CoKu HP Tau G3, V* CI Tau, V* V830 Tau, triton 06UT, pallas 07UT, *  51 Eri, pallas 05UT, massalia 04UT, V* DI Tau, V* FO Tau, Haro 6-28"
475,20171104,"HD 184195, HR 8358, HD 213013A, HR 8837"
476,20171012,"BD+02  1729, HR 2315, V* V827 Tau, V* V1023 Tau, HD  20911, HR 1237, HR 2584, * k Tau, V* DK Tau, L 1551-51"
477,20200203,"HD  60275, 2MASS J08312987+2024374, HD  99823, *   9 Cha, HD 107411, HD  44756, *  85 Gem, * eta Mus, TIC 269408869, Cl* Westerlund 1 W 36 , TIC 162585282, HD  80950, HD  98022, HD 106906, 2MASS J16072625-2432079, HD 151966, HD 106797, HD 106906B, UCAC4 530-048345"
478,20180503,"HD 146606, HD  95534, 2MASS J11092582-7726243, HIP 113238, HD 217379 WEST, HD 217379 EAST, HD 205765, NAME Luhman 16, [JHR80] D-20, BKLT J162737-241756, IRAS 16289-4449, HD 108501, HD  98672, HD 145412, [GY92] 320, HD 151966, 2MASS J16255790-2600374"
479,20170708,"* rho Oph C, *  24 Oph, 2MASS J16171898-2437186, UCAC4 312-085792, HD 145127"
480,20141121,"HD 208108, *  12 Peg, V* V416 Lac, * c Aql, * gam Aqr, * eta Per, V* V1515 Cyg, * rho Cet, *  29 Vul, * kap And, SS 433, EM* AS  373"
481,20210201,"HD 102981, HD  92837, GSC 09420-00948, HD  70953, HD 143006, HD 118878, IRAS 10256-5628, HD 109675, HD 145127, HD  74562, HD 106906, V* CN Cen, HD 116745, HD 133426, V* AE Cir"
482,20180602,"HD  95534, 2MASS J16020039-2221237, [GY92] 326, HBC 650, Haro 1-14, NGC  6256B, HD 143248, UCAC4 312-085792, *  11 Peg, HD 159312, PM J21374-0555, NGC  6256    51, [GY92] 322, 2MASS J16310240-2408431, NGC  6256   162, HD 145127"
483,20210416,"HD  60197, CD-62   657, HD  57823, V* V1249 Cen, BD-22  1742, 2MASS J13321879-5959080, 2MASS J14311520-6145468, 2MASS J14241044-6218367, HD 119942, HD 106922, HD 106797"
484,20170812,"HD   2057, LP  465-70, *   7 Tri, HD   1561, HD 180617, HD  12051, V* BI Cet, BD+21    55, HD 184787"
485,20170911,"HD  23258, 29 Vul, HR 1237, HD 189733, BD+02  1729, HD  26257, V* V1309 Tau, 2MASS J03470141+2329419, V* V827 Tau, HD 282967, L 1551-51, V* V1023 Tau, V* V1069 Tau, V* BW Ari, V* V830 Tau, HD  25175, HD  19600, V* CI Tau, HR 7098, WASP-80, HD 63714, HD  26736, HD 282973"
486,20161208,"2MASS J04144739+2803055, 2MASS J04155799+2746175, *  85 Gem, [SCH2006b] J0439016+2336030, RX J0507.2+2437, Cl* IC 348 LRL 31, HR 1237, * b Vir, HD  23452, HR 1137, 2MASS J12185939+1107338, 2MASS J07464256+2000321, * rho Cet, Cl* IC 348 LRL 37, HD  25175, K2-25, HD  26512, 2MASS J13003350+0541081, [BHS98] MHO 9, HD  25152, BD+20  1790, * k Tau"
487,20151228,"[BHS98] MHO 8, EM* LkCa   21, k Tau, v807 Tau B, 2MASS J08312987+2024374, CoKu HP Tau G3 , *  85 Gem, [BCG93] 2, *  23 LMi, HD  25175, V* HV Tau, V* FF Tau, V* V892 Tau"
488,20141130,"HR 264, IRAS 04303+2240, HD 283572, BD+41  4749, V* PW And, BD-12   243, * tet Lep, V* CW Tau, HD 282630, IRAS 04370+2559, V* DH Tau, V* FZ Tau, HD  25152, HD   6569, HD  25175, V* CI Tau, V* FP Tau, V* GK Tau, V* DS Tau"
489,20210516,"V* BS Ind, HD 202941, HD 164911, 2MASS J21103147-2710578, HD 166970, HD 133772, HE 1523-1155, HD 196236"
490,20190417,"HD  63586, * p05 Leo, 2MASS J15203974+3546210, 2MASSI J0825196+211552, HD 155379, WRAY 15-1736, *  39 UMa, * tau08 Ser, 2MASS J08575849+5708514, Wolf  359, 2MASS J18212815+1414010 , HD 171623, 2MASS J15031961+2525196"
491,20190129,"L 1551-51, HD  25175, V* V830 Tau"
492,20180623,"HD  95534, ISO-Oph 195, HD 155379, PMMR   9, HD 145127"
493,20180505,"[GY92] 310, HD  95534, HD  99062, [GY92]   5, V* TW Hya, HD 135778, RAFGL 6815S, HD 131625, HD 160263, HD 182985, NAME Luhman 16, HD 145127, HD 159312, HD 118646, 2MASS J16123046-5303100, *  10 Crt, HD 151966, TWA 23"
494,20181114,"HR 2250, HR 1578, EM* LkHA  215, [MGM2012] 761, EM* MWC  778, IRAS 06071+2925, [MGM2012] 653, HR 2893, HD 58383"
